,sex,college,age,vote
45552,1,1,65-79,1
45553,2,1,65-79,2
45554,2,1,35-46,2
45555,2,0,18-25,1
45556,1,1,47-65,1
45557,2,1,47-65,2
45558,2,1,47-65,2
45559,2,1,65-79,1
45560,1,1,47-65,1
45561,1,1,35-46,2
45562,1,1,35-46,1
45563,1,1,80+,1
45564,2,0,35-46,2
45565,2,1,65-79,2
45566,1,1,65-79,1
45567,1,1,26-34,1
45568,2,0,47-65,2
45569,2,1,26-34,1
45570,2,1,35-46,1
45571,2,1,26-34,1
45572,2,1,47-65,1
45573,2,0,35-46,1
45574,2,1,65-79,2
45575,1,1,65-79,1
45576,2,0,26-34,1
45577,2,1,35-46,1
45578,2,1,35-46,1
45579,2,1,65-79,1
45580,1,0,65-79,2
45581,1,0,65-79,2
45582,1,1,47-65,2
45583,2,0,47-65,1
45584,2,0,47-65,2
45585,1,1,47-65,2
45586,1,1,47-65,2
45587,2,1,47-65,1
45588,1,1,47-65,2
45589,1,1,65-79,1
45590,2,0,65-79,1
45591,1,1,47-65,2
45592,2,0,80+,1
45593,1,0,47-65,1
45594,2,1,47-65,1
45595,2,1,35-46,1
45596,2,1,18-25,2
45597,2,1,35-46,2
45598,2,0,35-46,2
45599,1,1,65-79,1
45600,2,1,65-79,1
45601,2,0,80+,1
45602,2,0,65-79,2
45603,1,1,47-65,1
45604,2,1,47-65,1
45605,2,1,47-65,1
45606,1,1,35-46,1
45607,1,0,35-46,1
45608,2,0,26-34,1
45609,2,1,18-25,1
45610,2,1,80+,1
45611,2,1,35-46,2
45612,2,0,65-79,1
45613,2,0,35-46,1
45614,1,1,35-46,1
45615,1,1,47-65,1
45616,2,0,35-46,1
45617,2,1,35-46,1
45618,2,0,47-65,2
45619,1,1,26-34,2
45620,1,1,65-79,2
45621,2,1,18-25,1
45622,1,0,65-79,1
45623,2,0,18-25,1
45624,2,0,65-79,2
45625,1,1,65-79,1
45626,2,1,47-65,1
45627,2,0,80+,2
45628,2,1,65-79,1
45629,1,0,65-79,1
45630,2,0,47-65,2
45631,2,1,65-79,2
45632,2,1,26-34,1
45633,1,0,47-65,2
45634,1,0,47-65,1
45635,1,0,47-65,2
45636,2,1,26-34,1
45637,2,1,26-34,1
45638,1,0,47-65,1
45639,1,1,65-79,2
45640,1,1,35-46,2
45641,2,0,47-65,2
45642,2,0,80+,1
45643,2,0,47-65,2
45644,2,1,35-46,2
45645,1,1,47-65,1
45646,2,0,47-65,2
45647,2,0,65-79,1
45648,2,1,47-65,2
45649,1,0,35-46,1
45650,2,0,35-46,1
45651,2,0,26-34,2
45652,1,0,65-79,1
45653,1,1,65-79,1
45654,1,1,47-65,2
45655,1,1,18-25,1
45656,2,1,35-46,1
45657,1,0,80+,1
45658,2,1,65-79,2
45659,2,0,65-79,2
45660,2,1,47-65,1
45661,1,0,47-65,1
45662,1,0,47-65,1
45663,1,1,26-34,1
45664,2,0,80+,1
45665,1,1,35-46,1
45666,2,1,35-46,1
45667,2,1,80+,2
45668,2,1,35-46,2
45669,2,1,26-34,1
45670,2,0,65-79,2
45671,2,1,35-46,1
45672,2,0,26-34,1
45673,2,0,35-46,2
45674,2,0,47-65,2
45675,1,0,47-65,2
45676,1,0,47-65,2
45677,2,0,47-65,1
45678,2,1,35-46,1
45679,1,0,18-25,1
45680,1,1,47-65,2
45681,2,1,26-34,1
45682,2,1,65-79,2
45683,2,1,26-34,1
45684,1,1,47-65,2
45685,1,0,47-65,1
45686,2,1,35-46,2
45687,1,0,35-46,2
45688,2,1,47-65,2
45689,1,1,65-79,1
45690,2,1,35-46,2
45691,1,0,47-65,1
45692,2,1,18-25,1
45693,1,0,35-46,1
45694,2,0,47-65,2
45695,1,1,65-79,2
45696,1,1,35-46,1
45697,2,1,26-34,1
45698,2,1,47-65,2
45699,2,0,65-79,1
45700,1,1,18-25,2
45701,1,1,47-65,1
45702,1,1,47-65,2
45703,1,0,35-46,1
45704,1,0,47-65,1
45705,1,0,35-46,2
45706,1,1,47-65,1
45707,2,1,26-34,1
45708,1,1,65-79,1
45709,1,0,65-79,1
45710,2,0,47-65,1
45711,2,0,26-34,2
45712,2,0,18-25,2
45713,2,1,35-46,1
45714,2,1,26-34,2
45715,2,1,47-65,1
45716,1,0,47-65,2
45717,1,1,47-65,2
45718,1,1,47-65,1
45719,2,1,47-65,2
45720,1,0,35-46,1
45721,2,1,18-25,1
45722,2,1,35-46,1
45723,2,0,26-34,1
45724,1,0,26-34,1
45725,2,0,35-46,1
45726,1,1,47-65,2
45727,2,1,26-34,1
45728,1,1,47-65,2
45729,2,0,65-79,2
45730,1,1,47-65,1
45731,1,1,65-79,1
45732,1,0,18-25,1
45733,2,0,26-34,2
45734,1,1,65-79,2
45735,1,1,26-34,2
45736,2,0,35-46,1
45737,2,1,47-65,2
45738,1,1,35-46,2
45739,2,1,35-46,1
45740,2,0,65-79,1
45741,2,0,80+,1
45742,2,0,65-79,2
45743,1,1,35-46,1
45744,1,1,80+,1
45745,2,0,35-46,2
45746,1,0,18-25,1
45747,1,1,47-65,1
45748,1,1,65-79,2
45749,1,1,26-34,1
45750,1,0,47-65,2
45751,2,0,26-34,1
45752,2,0,65-79,2
45753,2,1,47-65,1
45754,2,1,35-46,1
45755,1,0,47-65,1
45756,2,1,47-65,2
45757,1,1,47-65,1
45758,2,0,47-65,1
45759,2,1,26-34,1
45760,2,1,47-65,1
45761,2,0,65-79,2
45762,1,0,65-79,1
45763,2,0,35-46,1
45764,2,0,47-65,2
45765,2,1,47-65,1
45766,1,1,65-79,1
45767,1,0,47-65,1
45768,2,0,26-34,1
45769,2,1,47-65,2
45770,2,1,47-65,1
45771,2,0,47-65,1
45772,1,0,65-79,1
45773,1,1,65-79,1
45774,1,1,65-79,1
45775,1,1,35-46,1
45776,2,1,47-65,2
45777,1,1,26-34,2
45778,2,0,80+,1
45779,2,1,26-34,2
45780,2,1,65-79,2
45781,1,0,65-79,1
45782,1,1,35-46,2
45783,2,0,47-65,1
45784,1,0,18-25,1
45785,2,0,65-79,2
45786,2,1,26-34,1
45787,2,0,65-79,1
45788,2,1,18-25,1
45789,2,1,47-65,2
45790,1,0,65-79,2
45791,2,0,47-65,1
45792,2,1,47-65,2
45793,2,0,35-46,2
45794,2,1,47-65,2
45795,1,1,18-25,2
45796,2,1,47-65,1
45797,1,0,35-46,1
45798,2,0,65-79,2
45799,1,0,26-34,1
45800,1,1,65-79,2
45801,2,1,47-65,2
45802,1,1,47-65,1
45803,1,1,47-65,2
45804,2,1,35-46,2
45805,1,1,26-34,1
45806,1,1,35-46,1
45807,2,1,35-46,2
45808,2,0,65-79,1
45809,2,0,47-65,1
45810,1,1,47-65,2
45811,2,1,47-65,1
45812,2,0,35-46,2
45813,2,1,18-25,1
45814,2,1,47-65,1
45815,2,1,26-34,1
45816,2,1,26-34,2
45817,2,1,35-46,1
45818,2,0,80+,2
45819,2,0,47-65,2
45820,2,0,80+,1
45821,2,1,65-79,1
45822,1,0,47-65,2
45823,2,0,26-34,1
45824,1,1,35-46,1
45825,2,1,80+,2
45826,1,0,18-25,2
45827,1,1,47-65,1
45828,1,0,47-65,2
45829,1,0,80+,1
45830,2,0,65-79,2
45831,1,1,47-65,2
45832,2,1,35-46,1
45833,1,1,65-79,2
45834,1,1,26-34,2
45835,2,1,47-65,2
45836,1,1,47-65,1
45837,2,1,35-46,1
45838,1,1,47-65,2
45839,1,0,35-46,2
45840,1,0,65-79,1
45841,2,1,47-65,1
45842,1,1,47-65,1
45843,1,1,47-65,2
45844,2,0,18-25,1
45845,2,1,47-65,1
45846,2,0,80+,2
45847,1,1,35-46,1
45848,1,1,47-65,1
45849,1,0,47-65,1
45850,2,1,47-65,1
45851,2,1,47-65,2
45852,2,0,80+,1
45853,2,1,18-25,1
45854,1,1,35-46,2
45855,2,0,65-79,2
45856,2,1,35-46,2
45857,2,1,47-65,2
45858,2,1,47-65,1
45859,2,1,47-65,1
45860,1,0,26-34,1
45861,1,0,35-46,2
45862,1,1,47-65,1
45863,2,1,65-79,2
45864,2,1,65-79,1
45865,1,1,35-46,1
45866,1,1,47-65,1
45867,2,1,35-46,2
45868,1,1,65-79,1
45869,2,1,35-46,1
45870,1,1,47-65,2
45871,2,1,26-34,1
45872,2,1,35-46,1
45873,1,1,47-65,1
45874,2,0,65-79,1
45875,1,1,26-34,2
45876,2,1,65-79,2
45877,1,1,65-79,2
45878,1,1,26-34,1
45879,1,1,35-46,1
45880,1,0,65-79,1
45881,1,0,65-79,2
45882,1,1,26-34,2
45883,2,1,47-65,1
45884,1,1,65-79,1
45885,2,0,47-65,2
45886,1,0,65-79,1
45887,1,0,47-65,2
45888,2,0,65-79,1
45889,2,1,47-65,2
45890,2,1,35-46,2
45891,2,1,35-46,2
45892,2,0,26-34,1
45893,1,1,47-65,1
45894,1,1,35-46,2
45895,1,1,47-65,2
45896,2,1,26-34,2
45897,2,1,47-65,1
45898,2,1,47-65,1
45899,2,1,35-46,1
45900,2,1,35-46,2
45901,2,1,47-65,1
45902,2,1,35-46,1
45903,2,1,47-65,1
45904,2,1,35-46,1
45905,1,0,47-65,2
45906,1,1,18-25,2
45907,2,1,47-65,1
45908,1,1,65-79,1
45909,2,0,26-34,1
45910,2,0,26-34,1
45911,2,1,35-46,1
45912,1,0,35-46,2
45913,2,1,35-46,1
45914,1,0,47-65,1
45915,1,1,35-46,1
45916,2,1,47-65,2
45917,1,1,47-65,1
45918,1,1,26-34,1
45919,2,1,47-65,2
45920,2,1,80+,1
45921,1,0,65-79,1
45922,1,1,35-46,2
45923,1,1,65-79,1
45924,2,1,26-34,1
45925,1,0,65-79,1
45926,2,1,35-46,1
45927,2,0,80+,2
45928,1,0,65-79,1
45929,2,1,47-65,2
45930,1,0,26-34,2
45931,2,1,47-65,1
45932,2,1,65-79,1
45933,1,1,35-46,1
45934,2,1,65-79,2
45935,2,0,18-25,1
45936,1,0,65-79,2
45937,1,1,35-46,1
45938,1,1,47-65,1
45939,2,1,26-34,1
45940,1,0,47-65,1
45941,2,0,47-65,2
45942,2,1,47-65,1
45943,2,0,80+,1
45944,2,1,65-79,1
45945,2,0,47-65,1
45946,1,0,65-79,2
45947,2,1,47-65,1
45948,2,0,47-65,1
45949,2,0,47-65,1
45950,2,1,47-65,1
45951,2,1,65-79,1
45952,2,0,35-46,2
45953,2,0,47-65,2
45954,2,1,47-65,2
45955,1,0,47-65,1
45956,2,1,26-34,1
45957,1,1,47-65,2
45958,2,1,65-79,1
45959,2,0,65-79,2
45960,2,1,26-34,1
45961,1,0,65-79,1
45962,2,0,26-34,2
45963,1,0,47-65,1
45964,1,1,65-79,1
45965,2,1,47-65,1
45966,2,1,35-46,1
45967,2,1,65-79,2
45968,2,0,65-79,2
45969,2,0,65-79,2
45970,1,0,35-46,2
45971,2,0,26-34,1
45972,2,1,47-65,2
45973,2,1,47-65,1
45974,1,1,65-79,2
45975,1,1,47-65,1
45976,2,1,47-65,1
45977,2,0,47-65,1
45978,1,0,47-65,2
45979,2,0,65-79,2
45980,1,0,47-65,1
45981,2,1,65-79,1
45982,2,1,26-34,2
45983,2,1,35-46,2
45984,1,0,47-65,1
45985,2,1,47-65,1
45986,1,1,65-79,2
45987,2,0,47-65,1
45988,1,1,65-79,1
45989,2,1,35-46,1
45990,2,0,47-65,2
45991,1,1,26-34,1
45992,1,1,26-34,1
45993,1,0,47-65,2
45994,2,0,65-79,1
45995,2,0,65-79,2
45996,2,0,47-65,2
45997,1,0,80+,1
45998,2,0,26-34,1
45999,2,0,80+,2
46000,2,1,65-79,2
46001,2,0,35-46,2
46002,1,1,65-79,1
46003,1,0,80+,1
46004,2,0,35-46,2
46005,1,0,65-79,2
46006,2,1,26-34,1
46007,2,0,80+,1
46008,2,1,47-65,1
46009,2,1,47-65,1
46010,2,1,65-79,2
46011,1,1,26-34,2
46012,1,0,35-46,1
46013,1,1,47-65,2
46014,2,1,35-46,2
46015,1,1,35-46,2
46016,2,0,26-34,1
46017,2,1,47-65,2
46018,1,1,47-65,2
46019,2,0,80+,1
46020,1,1,65-79,2
46021,2,1,47-65,2
46022,1,1,47-65,1
46023,1,0,80+,1
46024,1,1,35-46,2
46025,2,0,65-79,2
46026,2,1,47-65,1
46027,2,1,18-25,2
46028,1,1,65-79,1
46029,1,1,35-46,2
46030,1,0,26-34,1
46031,2,1,65-79,1
46032,1,0,47-65,1
46033,2,0,65-79,2
46034,1,1,47-65,1
46035,2,0,35-46,1
46036,2,1,80+,2
46037,1,0,47-65,1
46038,2,0,47-65,1
46039,1,0,26-34,1
46040,1,1,47-65,2
46041,2,1,65-79,1
46042,2,0,65-79,1
46043,2,0,80+,1
46044,1,0,65-79,2
46045,2,1,47-65,2
46046,2,1,47-65,1
46047,2,1,80+,2
46048,1,1,65-79,1
46049,1,0,35-46,1
46050,1,1,65-79,1
46051,1,1,80+,1
46052,2,1,65-79,1
46053,1,1,35-46,1
46054,2,0,47-65,2
46055,2,0,47-65,1
46056,1,0,35-46,1
46057,1,0,65-79,1
46058,1,1,80+,2
46059,2,1,26-34,2
46060,2,1,47-65,1
46061,2,0,65-79,1
46062,2,1,65-79,2
46063,2,1,65-79,1
46064,1,0,26-34,2
46065,2,1,47-65,1
46066,2,1,26-34,1
46067,2,1,47-65,1
46068,2,1,35-46,1
46069,1,0,26-34,1
46070,1,0,65-79,2
46071,2,1,26-34,1
46072,1,1,47-65,2
46073,2,1,26-34,1
46074,2,1,65-79,1
46075,2,1,47-65,1
46076,1,0,65-79,1
46077,1,0,65-79,1
46078,1,1,47-65,1
46079,1,0,65-79,2
46080,2,1,35-46,2
46081,2,0,47-65,1
46082,2,1,26-34,1
46083,1,1,47-65,1
46084,2,0,35-46,1
46085,2,1,47-65,1
46086,2,1,35-46,2
46087,1,1,47-65,2
46088,2,1,65-79,1
46089,1,1,26-34,1
46090,2,1,80+,1
46091,1,0,65-79,2
46092,2,1,35-46,2
46093,2,0,65-79,1
46094,2,0,80+,1
46095,1,0,65-79,2
46096,1,1,26-34,2
46097,1,0,35-46,1
46098,2,0,35-46,2
46099,1,1,65-79,2
46100,1,0,47-65,1
46101,1,0,35-46,2
46102,2,1,47-65,2
46103,2,1,35-46,2
46104,1,1,47-65,1
46105,2,1,65-79,1
46106,1,1,26-34,1
46107,2,0,18-25,1
46108,1,1,26-34,1
46109,2,1,47-65,2
46110,1,0,47-65,2
46111,2,1,47-65,2
46112,2,0,18-25,2
46113,2,1,35-46,2
46114,2,1,65-79,2
46115,2,0,65-79,1
46116,1,0,47-65,1
46117,1,1,26-34,1
46118,1,0,65-79,2
46119,1,0,47-65,1
46120,2,0,65-79,1
46121,1,1,35-46,1
46122,2,1,35-46,1
46123,2,1,26-34,1
46124,1,1,47-65,1
46125,1,1,47-65,1
46126,2,0,35-46,2
46127,1,0,47-65,1
46128,2,0,65-79,2
46129,2,1,65-79,1
46130,1,0,18-25,2
46131,1,1,65-79,1
46132,2,0,65-79,2
46133,1,1,65-79,2
46134,2,1,26-34,1
46135,2,1,35-46,1
46136,1,1,47-65,2
46137,2,1,26-34,1
46138,2,0,26-34,2
46139,2,1,47-65,2
46140,1,1,47-65,1
46141,1,0,47-65,1
46142,1,1,26-34,1
46143,1,1,65-79,1
46144,1,1,65-79,2
46145,2,1,26-34,1
46146,1,1,18-25,2
46147,1,0,35-46,1
46148,1,0,35-46,2
46149,2,1,65-79,1
46150,1,0,47-65,1
46151,2,0,47-65,1
46152,1,1,65-79,2
46153,2,0,35-46,2
46154,2,1,80+,1
46155,2,1,47-65,1
46156,1,0,47-65,1
46157,1,0,65-79,2
46158,1,1,47-65,1
46159,1,1,47-65,1
46160,2,1,35-46,1
46161,2,1,47-65,1
46162,2,1,47-65,1
46163,2,0,65-79,2
46164,2,0,65-79,1
46165,2,1,47-65,1
46166,2,1,47-65,1
46167,1,1,65-79,1
46168,2,1,35-46,1
46169,1,1,26-34,2
46170,2,1,35-46,2
46171,1,0,35-46,2
46172,2,0,65-79,1
46173,1,1,47-65,1
46174,2,1,26-34,2
46175,2,0,47-65,2
46176,1,0,65-79,1
46177,2,1,47-65,1
46178,2,1,47-65,2
46179,2,0,35-46,2
46180,1,1,80+,2
46181,2,1,26-34,2
46182,1,1,35-46,1
46183,2,1,65-79,1
46184,1,1,26-34,1
46185,2,0,47-65,2
46186,1,1,47-65,2
46187,2,1,47-65,1
46188,1,1,65-79,2
46189,2,0,65-79,1
46190,2,1,47-65,2
46191,2,1,47-65,1
46192,2,0,47-65,1
46193,2,0,65-79,2
46194,1,1,65-79,1
46195,2,1,65-79,1
46196,1,1,35-46,2
46197,2,1,47-65,2
46198,2,0,18-25,1
46199,1,1,65-79,2
46200,2,0,26-34,2
46201,2,1,47-65,1
46202,1,0,80+,2
46203,2,0,47-65,2
46204,1,1,35-46,1
46205,2,0,65-79,1
46206,1,0,65-79,1
46207,1,1,18-25,2
46208,2,1,26-34,1
46209,2,1,47-65,1
46210,2,0,80+,1
46211,1,1,47-65,2
46212,1,1,47-65,2
46213,1,0,65-79,1
46214,1,1,47-65,1
46215,2,1,47-65,1
46216,2,1,65-79,1
46217,2,0,80+,2
46218,2,0,47-65,1
46219,2,1,47-65,1
46220,1,1,35-46,2
46221,1,1,47-65,1
46222,2,1,35-46,2
46223,2,1,35-46,1
46224,2,0,26-34,1
46225,2,1,80+,1
46226,1,0,18-25,1
46227,1,1,65-79,1
46228,2,0,65-79,1
46229,2,0,47-65,1
46230,2,1,35-46,2
46231,1,1,65-79,1
46232,1,1,35-46,1
46233,2,1,47-65,2
46234,1,0,47-65,2
46235,2,1,35-46,2
46236,1,1,26-34,2
46237,2,1,65-79,1
46238,2,1,47-65,1
46239,2,0,26-34,2
46240,2,1,35-46,1
46241,2,1,47-65,2
46242,1,1,26-34,1
46243,2,0,47-65,1
46244,1,0,35-46,2
46245,1,0,35-46,2
46246,1,1,26-34,2
46247,2,0,18-25,1
46248,2,1,26-34,1
46249,2,0,26-34,2
46250,1,0,65-79,1
46251,2,1,26-34,2
46252,2,1,35-46,1
46253,2,1,47-65,2
46254,1,0,35-46,1
46255,2,0,18-25,1
46256,2,1,26-34,2
46257,2,0,65-79,2
46258,1,1,47-65,1
46259,1,1,47-65,2
46260,2,0,80+,2
46261,2,0,47-65,1
46262,1,1,47-65,2
46263,1,1,47-65,1
46264,1,0,35-46,2
46265,1,1,47-65,2
46266,2,0,65-79,2
46267,1,0,47-65,1
46268,2,1,26-34,1
46269,1,0,47-65,2
46270,2,1,35-46,1
46271,2,1,47-65,2
46272,1,1,35-46,1
46273,2,1,47-65,1
46274,2,0,47-65,1
46275,1,1,65-79,1
46276,1,1,47-65,1
46277,1,0,47-65,2
46278,2,1,47-65,1
46279,2,0,35-46,1
46280,1,1,65-79,1
46281,1,1,65-79,1
46282,2,1,47-65,2
46283,2,1,47-65,2
46284,2,1,47-65,2
46285,2,0,47-65,1
46286,2,0,18-25,1
46287,2,1,65-79,1
46288,2,1,65-79,2
46289,2,1,26-34,1
46290,1,1,65-79,1
46291,2,0,65-79,2
46292,1,1,65-79,2
46293,2,1,35-46,2
46294,1,0,65-79,2
46295,1,1,47-65,2
46296,1,1,65-79,1
46297,2,0,47-65,1
46298,1,0,65-79,1
46299,2,1,47-65,1
46300,2,1,65-79,2
46301,1,1,35-46,1
46302,1,0,47-65,2
46303,2,0,26-34,1
46304,2,1,65-79,1
46305,2,0,18-25,1
46306,2,0,65-79,2
46307,1,1,65-79,2
46308,2,1,47-65,2
46309,2,0,35-46,1
46310,2,1,47-65,1
46311,1,0,47-65,1
46312,1,0,26-34,1
46313,1,0,35-46,1
46314,2,0,65-79,1
46315,1,1,35-46,2
46316,1,0,18-25,1
46317,2,0,18-25,1
46318,2,0,35-46,1
46319,2,0,47-65,2
46320,1,1,47-65,1
46321,1,1,35-46,1
46322,2,0,26-34,2
46323,1,0,65-79,1
46324,2,1,35-46,2
46325,2,1,65-79,2
46326,2,0,47-65,2
46327,2,1,35-46,1
46328,2,1,47-65,1
46329,2,1,65-79,2
46330,1,0,18-25,1
46331,2,0,35-46,1
46332,1,0,47-65,1
46333,1,1,65-79,1
46334,1,1,65-79,1
46335,1,1,47-65,1
46336,1,0,65-79,2
46337,2,1,65-79,2
46338,1,1,35-46,1
46339,2,0,80+,2
46340,2,0,35-46,2
46341,1,1,65-79,2
46342,2,1,65-79,1
46343,1,1,47-65,1
46344,2,1,65-79,1
46345,2,1,26-34,1
46346,1,1,47-65,2
46347,1,0,80+,1
46348,2,1,35-46,1
46349,2,1,65-79,1
46350,1,1,47-65,2
46351,2,0,35-46,1
46352,2,0,80+,2
46353,1,0,47-65,1
46354,2,0,65-79,2
46355,1,0,26-34,1
46356,1,1,35-46,1
46357,1,1,47-65,1
46358,2,1,65-79,1
46359,1,1,35-46,1
46360,2,1,47-65,1
46361,2,0,65-79,2
46362,2,1,65-79,2
46363,2,0,80+,2
46364,2,1,35-46,1
46365,2,1,26-34,1
46366,1,1,47-65,2
46367,2,1,26-34,1
46368,2,1,47-65,2
46369,2,1,65-79,2
46370,2,1,18-25,1
46371,2,1,26-34,2
46372,2,0,65-79,1
46373,2,1,47-65,2
46374,2,0,18-25,2
46375,2,0,35-46,1
46376,1,1,47-65,2
46377,2,1,26-34,1
46378,1,1,18-25,2
46379,1,0,35-46,1
46380,1,0,47-65,1
46381,1,1,35-46,2
46382,1,1,47-65,1
46383,2,1,65-79,1
46384,1,1,26-34,1
46385,1,1,65-79,2
46386,1,0,47-65,1
46387,1,1,26-34,2
46388,1,0,35-46,2
46389,1,0,35-46,1
46390,1,1,47-65,1
46391,1,1,65-79,2
46392,2,0,47-65,1
46393,1,0,35-46,1
46394,2,1,47-65,1
46395,1,1,35-46,1
46396,1,0,26-34,2
46397,2,0,18-25,1
46398,2,1,47-65,1
46399,1,0,65-79,2
46400,1,1,35-46,1
46401,1,0,47-65,2
46402,2,0,18-25,1
46403,1,1,47-65,2
46404,1,1,35-46,1
46405,1,1,47-65,1
46406,1,0,47-65,1
46407,2,1,47-65,2
46408,2,1,47-65,1
46409,1,1,47-65,2
46410,2,0,80+,1
46411,1,0,65-79,1
46412,2,1,47-65,1
46413,2,1,65-79,1
46414,1,0,35-46,2
46415,1,1,26-34,2
46416,2,1,65-79,2
46417,2,1,47-65,2
46418,2,0,26-34,1
46419,2,0,35-46,1
46420,2,1,26-34,1
46421,2,0,35-46,2
46422,1,1,80+,1
46423,1,0,26-34,2
46424,2,1,26-34,1
46425,1,1,35-46,2
46426,1,1,47-65,1
46427,1,1,80+,1
46428,2,1,26-34,2
46429,1,1,65-79,2
46430,1,1,65-79,1
46431,2,1,47-65,1
46432,1,0,35-46,2
46433,1,0,65-79,1
46434,1,0,47-65,1
46435,2,0,18-25,1
46436,2,0,47-65,2
46437,1,1,65-79,1
46438,2,1,47-65,1
46439,2,1,47-65,1
46440,2,1,47-65,1
46441,1,1,47-65,1
46442,1,1,65-79,1
46443,1,0,18-25,2
46444,2,0,80+,2
46445,2,1,65-79,1
46446,1,0,18-25,1
46447,1,1,47-65,2
46448,2,0,65-79,1
46449,1,1,18-25,1
46450,2,1,47-65,2
46451,2,0,65-79,2
46452,2,0,18-25,1
46453,2,1,65-79,1
46454,1,1,65-79,1
46455,2,1,26-34,2
46456,2,1,65-79,2
46457,1,1,47-65,1
46458,1,1,35-46,2
46459,1,0,65-79,1
46460,1,1,18-25,1
46461,2,0,65-79,1
46462,1,1,47-65,1
46463,2,0,80+,1
46464,2,0,35-46,1
46465,1,1,35-46,2
46466,1,1,47-65,1
46467,1,0,35-46,2
46468,2,1,65-79,2
46469,1,1,47-65,1
46470,2,0,47-65,2
46471,1,1,65-79,2
46472,1,0,80+,1
46473,1,0,35-46,2
46474,1,1,35-46,1
46475,1,1,47-65,1
46476,1,0,18-25,1
46477,1,1,26-34,1
46478,2,0,65-79,2
46479,1,1,35-46,1
46480,2,1,26-34,2
46481,1,1,65-79,2
46482,1,1,47-65,1
46483,2,1,65-79,1
46484,1,1,47-65,1
46485,2,0,65-79,1
46486,2,0,47-65,2
46487,2,1,26-34,2
46488,1,1,65-79,1
46489,1,0,47-65,1
46490,2,0,47-65,1
46491,1,0,47-65,2
46492,2,1,35-46,2
46493,1,1,47-65,1
46494,2,1,65-79,1
46495,1,0,80+,2
46496,2,0,47-65,1
46497,2,0,65-79,1
46498,1,1,47-65,1
46499,2,1,47-65,1
46500,2,0,47-65,1
46501,2,1,35-46,1
46502,1,0,65-79,1
46503,1,1,47-65,2
46504,1,1,65-79,2
46505,1,1,26-34,1
46506,2,1,26-34,1
46507,1,1,35-46,1
46508,2,1,65-79,2
46509,2,1,26-34,1
46510,2,1,35-46,2
46511,1,0,47-65,1
46512,1,1,35-46,2
46513,2,0,47-65,1
46514,2,0,47-65,1
46515,2,0,65-79,1
46516,1,0,65-79,2
46517,2,1,65-79,1
46518,2,1,65-79,1
46519,1,0,47-65,1
46520,2,1,26-34,1
46521,1,1,65-79,2
46522,2,1,35-46,1
46523,1,1,47-65,1
46524,1,1,65-79,1
46525,1,0,65-79,2
46526,2,1,47-65,1
46527,1,1,18-25,2
46528,2,1,65-79,1
46529,1,1,65-79,1
46530,2,1,35-46,1
46531,2,1,47-65,1
46532,2,0,47-65,2
46533,2,0,65-79,1
46534,2,1,35-46,2
46535,1,1,26-34,1
46536,2,0,65-79,2
46537,2,1,47-65,1
46538,2,1,65-79,1
46539,2,1,65-79,1
46540,1,1,65-79,1
46541,2,1,47-65,2
46542,1,1,80+,2
46543,2,1,35-46,1
46544,1,1,80+,2
46545,2,1,35-46,1
46546,2,0,18-25,1
46547,1,0,18-25,2
46548,2,1,47-65,2
46549,1,0,47-65,1
46550,2,1,80+,2
46551,1,1,80+,1
46552,1,0,47-65,1
46553,1,1,47-65,2
46554,2,1,65-79,1
46555,1,0,35-46,2
46556,2,1,47-65,1
46557,1,0,65-79,2
46558,2,0,47-65,2
46559,1,1,65-79,1
46560,1,1,47-65,2
46561,2,1,65-79,1
46562,1,0,47-65,1
46563,2,1,65-79,1
46564,1,1,47-65,2
46565,1,1,26-34,2
46566,2,1,35-46,1
46567,1,1,26-34,1
46568,1,0,26-34,1
46569,1,1,80+,1
46570,1,1,47-65,1
46571,2,0,65-79,1
46572,1,1,65-79,2
46573,1,1,35-46,1
46574,2,1,18-25,1
46575,2,1,47-65,1
46576,1,0,47-65,2
46577,1,0,26-34,1
46578,1,1,47-65,1
46579,1,0,18-25,1
46580,2,1,47-65,1
46581,2,0,26-34,1
46582,2,0,65-79,2
46583,1,1,47-65,2
46584,1,1,47-65,1
46585,1,0,26-34,1
46586,1,0,47-65,1
46587,2,1,26-34,1
46588,2,0,47-65,1
46589,2,0,65-79,2
46590,1,0,26-34,1
46591,2,0,35-46,1
46592,1,1,47-65,2
46593,1,1,26-34,1
46594,2,1,65-79,2
46595,1,0,65-79,1
46596,1,1,35-46,2
46597,1,0,65-79,2
46598,1,1,26-34,1
46599,1,1,47-65,2
46600,1,0,47-65,1
46601,1,1,47-65,1
46602,1,1,35-46,1
46603,2,0,65-79,2
46604,1,1,47-65,2
46605,2,1,47-65,2
46606,1,1,65-79,1
46607,1,1,35-46,2
46608,2,0,35-46,1
46609,2,1,47-65,1
46610,1,0,80+,1
46611,1,1,47-65,2
46612,2,1,65-79,1
46613,1,1,65-79,1
46614,1,1,65-79,2
46615,1,1,26-34,1
46616,1,0,35-46,1
46617,1,1,26-34,2
46618,2,1,35-46,2
46619,2,1,80+,1
46620,1,0,47-65,2
46621,1,1,47-65,2
46622,2,1,65-79,1
46623,2,0,65-79,1
46624,2,1,18-25,1
46625,1,1,47-65,1
46626,2,1,35-46,2
46627,1,1,47-65,1
46628,1,0,47-65,2
46629,1,0,47-65,1
46630,1,1,47-65,1
46631,2,0,47-65,2
